0	46	1.0
1	0	3.0
1	0	1.0
2	0	1.0
3	145	1.0
3	0	1.0
4	50	1.0
4	0	1.0
4	12	1.0
5	0	1.0
6	86	1.0
6	185	1.0
6	18	1.0
6	14	1.0
6	158	1.0
7	165	1.0
7	50	1.0
7	0	1.0
8	0	1.0
9	0	1.0
9	0	1.0
9	74	1.0
10	237	1.0
11	0	1.0
12	50	1.0
12	4	1.0
13	0	1.0
14	18	1.0
14	6	1.0
17	193	6.0
17	92	2.0
17	0	2.0
18	152	1.0
18	185	1.0
18	14	1.0
18	6	1.0
19	165	1.0
19	0	1.0
19	0	1.0
19	229	1.0
19	0	1.0
20	0	1.0
22	122	1.0
22	115	1.0
22	166	2.0
22	65	2.0
23	0	1.0
23	200	1.0
24	155	5.0
24	0	1.0
24	101	1.0
26	77	1.0
27	39	1.0
27	0	1.0
28	221	1.0
28	0	1.0
28	147	2.0
29	232	4.0
30	170	1.0
33	126	1.0
33	142	1.0
33	169	1.0
33	0	1.0
33	139	1.0
34	123	2.0
34	122	1.0
34	0	1.0
34	166	1.0
34	118	1.0
34	87	1.0
36	0	1.0
37	177	1.0
37	183	2.0
37	233	1.0
38	0	1.0
38	184	1.0
38	151	1.0
38	83	1.0
39	0	1.0
39	0	2.0
39	0	2.0
39	52	9.0
39	27	1.0
39	95	4.0
39	149	1.0
39	100	1.0
40	138	1.0
42	117	1.0
42	150	2.0
42	177	1.0
43	133	1.0
43	81	2.0
44	0	1.0
44	205	1.0
44	98	2.0
44	51	1.0
45	148	1.0
45	0	1.0
45	131	1.0
46	0	1.0
46	194	1.0
46	0	1.0
48	225	1.0
48	0	2.0
49	233	1.0
49	151	1.0
49	230	1.0
50	165	1.0
50	7	1.0
50	4	1.0
50	12	1.0
50	151	1.0
50	83	1.0
51	204	3.0
51	44	1.0
51	98	4.0
52	0	2.0
52	0	2.0
52	39	9.0
52	95	5.0
52	149	1.0
52	100	2.0
53	152	1.0
53	0	1.0
53	233	2.0
53	169	2.0
53	0	1.0
53	0	1.0
56	235	1.0
56	0	1.0
57	170	1.0
57	68	1.0
57	230	1.0
58	199	4.0
58	168	1.0
60	0	3.0
61	0	1.0
61	205	2.0
61	0	1.0
61	0	1.0
62	180	1.0
62	63	1.0
63	180	5.0
63	62	1.0
63	76	2.0
63	0	1.0
64	211	4.0
65	122	1.0
65	22	2.0
65	166	3.0
66	179	3.0
67	0	1.0
67	0	2.0
68	170	1.0
68	0	1.0
68	57	1.0
69	0	2.0
69	174	1.0
69	153	1.0
72	207	3.0
72	146	1.0
72	209	1.0
73	214	1.0
73	233	1.0
74	0	1.0
74	9	1.0
76	180	2.0
76	63	2.0
77	26	1.0
77	166	1.0
77	118	2.0
78	116	1.0
79	106	2.0
79	195	1.0
80	0	6.0
80	165	2.0
80	155	1.0
80	234	1.0
80	182	1.0
80	236	1.0
80	114	2.0
81	133	1.0
81	43	2.0
82	155	2.0
82	161	1.0
82	0	1.0
83	0	1.0
83	50	1.0
83	38	1.0
86	185	2.0
86	158	3.0
86	6	1.0
86	219	1.0
87	123	1.0
87	0	1.0
87	34	1.0
87	166	1.0
88	0	1.0
89	163	1.0
90	0	1.0
91	106	1.0
91	0	2.0
91	0	1.0
91	0	1.0
92	193	2.0
92	17	2.0
92	0	1.0
93	218	1.0
93	0	2.0
93	0	1.0
94	0	1.0
94	165	1.0
94	135	1.0
94	0	1.0
94	0	1.0
95	0	1.0
95	122	1.0
95	0	2.0
95	52	5.0
95	39	4.0
95	149	1.0
95	166	1.0
95	100	2.0
96	0	1.0
96	0	1.0
97	0	1.0
98	205	1.0
98	204	3.0
98	44	2.0
98	51	4.0
99	164	1.0
99	233	1.0
99	200	1.0
100	52	2.0
100	39	1.0
100	95	2.0
101	155	1.0
101	121	1.0
101	24	1.0
102	0	5.0
102	0	1.0
104	237	1.0
106	91	1.0
106	79	2.0
106	0	1.0
107	128	1.0
107	223	1.0
107	0	1.0
107	112	1.0
108	0	3.0
109	210	1.0
109	154	1.0
111	223	2.0
111	119	2.0
111	0	2.0
111	164	1.0
112	128	1.0
112	223	2.0
112	0	1.0
112	0	1.0
112	0	1.0
112	107	1.0
112	0	1.0
114	0	2.0
114	165	1.0
114	80	2.0
115	188	3.0
115	22	1.0
115	168	1.0
116	78	1.0
117	42	1.0
117	150	1.0
117	177	3.0
118	0	1.0
118	155	1.0
118	123	3.0
118	122	2.0
118	77	2.0
118	205	1.0
118	0	1.0
118	34	1.0
118	166	1.0
119	111	2.0
120	201	1.0
120	211	1.0
120	0	2.0
120	203	3.0
121	101	1.0
122	0	1.0
122	123	4.0
122	22	1.0
122	95	1.0
122	34	1.0
122	149	1.0
122	166	2.0
122	118	2.0
122	65	1.0
122	0	1.0
123	122	4.0
123	0	1.0
123	0	1.0
123	0	1.0
123	34	2.0
123	166	2.0
123	118	3.0
123	87	1.0
125	196	1.0
126	197	1.0
126	33	1.0
127	0	2.0
128	223	1.0
128	107	1.0
128	112	1.0
129	208	1.0
130	0	1.0
130	206	1.0
131	45	1.0
131	148	1.0
131	185	1.0
132	0	2.0
133	0	1.0
133	43	1.0
133	134	2.0
133	0	1.0
133	0	2.0
133	81	1.0
134	133	2.0
135	180	2.0
135	94	1.0
136	0	1.0
137	142	1.0
137	185	1.0
137	163	3.0
137	198	2.0
138	40	1.0
139	33	1.0
140	0	1.0
140	0	2.0
142	137	1.0
142	33	1.0
142	185	1.0
142	169	1.0
142	0	1.0
143	234	1.0
143	182	2.0
145	3	1.0
145	0	2.0
145	0	1.0
146	207	1.0
146	72	1.0
146	209	1.0
147	28	2.0
148	45	1.0
148	131	1.0
149	122	1.0
149	52	1.0
149	39	1.0
149	95	1.0
150	42	2.0
150	117	1.0
150	177	1.0
151	50	1.0
151	38	1.0
151	233	1.0
151	230	1.0
151	49	1.0
152	53	1.0
152	18	1.0
153	69	1.0
154	109	1.0
154	174	1.0
155	0	1.0
155	165	1.0
155	82	2.0
155	80	1.0
155	0	1.0
155	205	1.0
155	118	1.0
155	24	5.0
155	101	1.0
157	0	1.0
158	86	3.0
158	185	2.0
158	6	1.0
158	219	1.0
159	0	1.0
161	82	1.0
161	0	1.0
162	0	1.0
163	89	1.0
163	137	3.0
164	223	1.0
164	0	1.0
164	0	2.0
164	0	1.0
164	99	1.0
164	111	1.0
165	0	7.0
165	0	1.0
165	155	1.0
165	80	2.0
165	50	1.0
165	7	1.0
165	19	1.0
165	0	1.0
165	114	1.0
165	94	1.0
165	0	1.0
166	123	2.0
166	122	2.0
166	77	1.0
166	22	2.0
166	0	1.0
166	95	1.0
166	34	1.0
166	118	1.0
166	65	3.0
166	87	1.0
168	188	1.0
168	115	1.0
168	58	1.0
168	0	1.0
169	0	1.0
169	33	1.0
169	53	2.0
169	142	1.0
169	0	1.0
169	0	2.0
170	0	1.0
170	30	1.0
170	68	1.0
170	57	1.0
174	69	1.0
174	154	1.0
174	0	1.0
176	0	1.0
177	0	1.0
177	42	1.0
177	117	3.0
177	150	1.0
177	183	1.0
177	37	1.0
178	0	2.0
178	0	2.0
179	66	3.0
180	62	1.0
180	76	2.0
180	135	2.0
180	0	1.0
180	63	5.0
182	0	2.0
182	234	1.0
182	80	1.0
182	143	2.0
182	236	1.0
183	177	1.0
183	37	2.0
184	38	1.0
184	0	2.0
184	0	1.0
185	0	1.0
185	213	1.0
185	0	1.0
185	137	1.0
185	142	1.0
185	86	2.0
185	18	1.0
185	158	2.0
185	0	1.0
185	131	1.0
185	6	1.0
186	0	1.0
186	0	3.0
187	204	3.0
187	194	1.0
187	0	1.0
187	0	1.0
188	115	3.0
188	168	1.0
192	0	2.0
193	17	6.0
193	92	2.0
194	0	1.0
194	204	1.0
194	46	1.0
194	0	1.0
194	187	1.0
194	0	1.0
195	79	1.0
195	0	1.0
196	125	1.0
197	126	1.0
198	137	2.0
198	0	3.0
199	0	1.0
199	58	4.0
200	23	1.0
200	233	1.0
200	99	1.0
200	230	1.0
201	120	1.0
203	120	3.0
203	211	1.0
203	0	3.0
204	98	3.0
204	194	1.0
204	187	3.0
204	51	3.0
205	155	1.0
205	44	1.0
205	98	1.0
205	118	1.0
205	61	2.0
206	130	1.0
207	146	1.0
207	72	3.0
207	209	1.0
208	129	1.0
209	0	1.0
209	207	1.0
209	146	1.0
209	72	1.0
210	109	1.0
210	0	1.0
211	120	1.0
211	64	4.0
211	203	1.0
212	0	1.0
213	0	1.0
213	185	1.0
213	0	1.0
214	0	2.0
214	73	1.0
214	0	1.0
217	0	1.0
217	0	2.0
218	0	1.0
218	0	2.0
218	93	1.0
219	86	1.0
219	158	1.0
221	28	1.0
223	128	1.0
223	0	1.0
223	0	3.0
223	107	1.0
223	164	1.0
223	112	2.0
223	0	1.0
223	111	2.0
224	0	1.0
224	0	1.0
225	48	1.0
227	0	2.0
229	0	1.0
229	19	1.0
229	0	1.0
230	0	2.0
230	233	1.0
230	151	1.0
230	200	1.0
230	49	1.0
230	57	1.0
232	29	4.0
233	0	1.0
233	53	2.0
233	37	1.0
233	99	1.0
233	151	1.0
233	73	1.0
233	230	1.0
233	200	1.0
233	49	1.0
234	0	1.0
234	80	1.0
234	143	1.0
234	182	1.0
234	0	1.0
234	236	1.0
235	0	3.0
235	56	1.0
236	234	1.0
236	80	1.0
236	182	1.0
236	0	1.0
237	10	1.0
237	104	1.0
